legajo,nivel,titulo,colacion,promedio,promedio_lineal
49009,Grado,Ingeniero Mecánico,50,6.15,6.48
48037,Grado,Ingeniero Industrial,50,6.16,6.64
46028,Grado,Ingeniero Industrial,50,6.83,7.05
42301,Grado,Ingeniero Químico,50,6.07,6.35
50176,Grado,Ingeniero Industrial,50,6.63,6.85
48101,Grado,Ingeniero Industrial,50,6.2,6.46
45369,Grado,Ingeniero Industrial,50,5.75,6.23
49229,Grado,Ingeniero Industrial,50,6.42,6.73
49708,Grado,Ingeniero Industrial,49,6.07,6.26
49219,Grado,Ingeniero Industrial,49,8.65,8.7
49104,Grado,Ingeniero Electrónico,49,7.32,7.26
46226,Grado,Ingeniero Industrial,49,5.5,6.18
49157,Grado,Ingeniero Industrial,49,7.93,7.96
49002,Grado,Ingeniero Electrónico,49,7.08,7.2
49208,Grado,Ingeniero Industrial,49,6.12,6.36
46182,Grado,Ingeniero en Informática,49,6.13,6.37
48081,Grado,Ingeniero Mecánico,49,7.07,7.28
49700,Grado,Ingeniero Mecánico,49,8.5,8.51
49026,Grado,Ingeniero Mecánico,49,8.02,8.05
48129,Grado,Ingeniero Mecánico,49,6.25,6.78
48040,Grado,Ingeniero Mecánico,49,7.36,7.43
47054,Grado,Ingeniero Industrial,49,6.43,6.76
47062,Grado,Ingeniero Industrial,49,6.51,6.9
47188,Grado,Ingeniero Industrial,49,5.83,6.39
49041,Grado,Ingeniero Industrial,49,6.24,6.44
45394,Grado,Ingeniero Industrial,49,5.62,6.02
48317,Grado,Ingeniero en Informática,49,7.08,7.45
41060,Grado,Ingeniero Industrial,49,5.36,5.93
47121,Grado,Ingeniero Industrial,49,5.94,6.59
49282,Grado,Ingeniero en Informática,49,6.6,6.73
49150,Grado,Ingeniero en Informática,49,7.42,7.58
49045,Grado,Ingeniero en Informática,49,8.08,8.19
47573,Grado,Ingeniero en Informática,49,6.19,6.96
48048,Grado,Ingeniero Industrial,49,5.82,6.32
48281,Grado,Ingeniero Industrial,49,6.96,7.12
48348,Grado,Ingeniero Industrial,49,6.06,6.21
48351,Grado,Ingeniero Industrial,49,6.14,6.43
49791,Grado,Ingeniero Industrial,49,7.71,7.87
41204,Grado,Ingeniero Industrial,49,5.7,6.16
42148,Grado,Ingeniero Industrial,49,8.05,8.15
45309,Grado,Ingeniero Industrial,49,5.86,6.33
48574,Grado,Ingeniero Industrial,49,6.66,7.01
50180,Grado,Ingeniero Industrial,49,6.25,6.6
49081,Grado,Ingeniero Electrónico,49,8.7,8.65
49270,Grado,Ingeniero Electrónico,49,8.09,8.12
48695,Grado,Ingeniero Electrónico,49,6.34,6.56
47594,Grado,Ingeniero Electrónico,49,6.22,6.59
49015,Grado,Ingeniero en Informática,49,7.06,7.13
44228,Grado,Ingeniero en Informática,49,5.96,6.65
48001,Grado,Ingeniero Mecánico,49,7.53,7.72
46470,Grado,Ingeniero en Informática,49,5.93,6.5
48008,Grado,Ingeniero en Informática,49,6.08,6.57
48311,Grado,Ingeniero Industrial,49,5.83,6.15
47057,Grado,Ingeniero Industrial,49,5.04,5.92
46379,Grado,Ingeniero en Petróleo,49,5.7,6.15
49089,Grado,Ingeniero Industrial,49,5.9,6.36
49250,Grado,Ingeniero Industrial,49,6.32,6.89
47253,Grado,Ingeniero Industrial,49,5.8,6.25
49727,Grado,Ingeniero Industrial,49,6.77,7.04
49731,Grado,Ingeniero Industrial,49,7.03,7.16
41249,Grado,Ingeniero Industrial,49,6.01,6.46
48396,Grado,Ingeniero Industrial,49,6.03,6.25
49293,Grado,Ingeniero Industrial,49,6.63,7.03
49386,Grado,Ingeniero Industrial,49,6.83,6.97
49725,Grado,Ingeniero Industrial,49,7.26,7.28
47081,Grado,Ingeniero Industrial,49,5.55,6.43
50045,Grado,Ingeniero Industrial,49,6.65,6.89
49367,Grado,Ingeniero Industrial,49,7.13,7.43
47277,Grado,Ingeniero Industrial,49,5.31,5.95
48041,Grado,Ingeniero Industrial,49,5.88,6.42
48082,Grado,Ingeniero Industrial,49,5.86,6.42
48177,Grado,Ingeniero Industrial,49,5.72,6.51
48427,Grado,Ingeniero Industrial,49,5.6,6.18
48621,Grado,Ingeniero Mecánico,49,7.45,7.62
50272,Grado,Ingeniero en Informática,49,8.13,8.26
50147,Grado,Ingeniero Químico,49,6.41,6.52
49223,Grado,Ingeniero Industrial,49,8.71,8.73
49166,Grado,Ingeniero Industrial,49,6.36,6.73
48165,Grado,Ingeniero Industrial,49,6.07,6.44
43177,Grado,Ingeniero Industrial,49,6.04,6.47
43019,Grado,Ingeniero Industrial,49,5.74,6.25
49726,Grado,Ingeniero Industrial,49,6.84,7.18
49412,Grado,Ingeniero Industrial,49,6.56,6.89
46301,Grado,Ingeniero Industrial,49,6.15,6.66
49144,Grado,Ingeniero Industrial,49,6.2,6.44
45084,Grado,Ingeniero Industrial,49,5.71,6.11
46029,Grado,Ingeniero Industrial,49,6.5,6.79
48051,Grado,Ingeniero Industrial,49,6.29,6.59
50172,Grado,Ingeniero Industrial,49,6.85,7.2
50171,Grado,Ingeniero Industrial,49,7.29,7.52
50030,Grado,Ingeniero Químico,49,7.46,7.62
50024,Grado,Ingeniero Industrial,49,8.63,8.63
48133,Grado,Ingeniero Industrial,49,5.85,6.32
48062,Grado,Ingeniero en Informática,49,7.07,7.39
49173,Grado,Ingeniero Químico,49,7.34,7.39
48151,Grado,Ingeniero Industrial,49,6.59,6.79
49005,Grado,Ingeniero Químico,49,6.88,6.89
49019,Grado,Ingeniero Industrial,49,6.86,7.17
47042,Grado,Ingeniero Industrial,49,6.24,6.58
47397,Grado,Ingeniero Industrial,49,6.38,6.56
48003,Grado,Ingeniero Electrónico,49,7.69,7.73
48612,Grado,Ingeniero Electrónico,49,6.95,7.07
47064,Grado,Ingeniero Electrónico,49,6.3,6.61
50158,Grado,Ingeniero Industrial,49,9.02,8.96
49359,Grado,Ingeniero en Informática,49,7.07,7.38
49112,Grado,Ingeniero Industrial,49,6.29,6.77
48250,Grado,Lic.en Administración y Sistemas,49,5.3,5.73
49410,Grado,Ingeniero Industrial,49,6.86,7.35
48085,Grado,Ingeniero Químico,49,6.62,6.76
49086,Grado,Ingeniero Químico,49,8.67,8.76
47369,Grado,Ingeniero en Petróleo,49,7.2,7.29
48346,Grado,Ingeniero Electricista,49,6.21,6.33
49381,Grado,Ingeniero Químico,49,7.9,7.92
47459,Grado,Lic.en Administración y Sistemas,49,5.97,6.35
48013,Grado,Ingeniero en Informática,49,6.22,6.69
48554,Grado,Ingeniero Electrónico,49,9.12,9.13
48429,Grado,Ingeniero Electrónico,49,7.84,7.88
47138,Grado,Ingeniero Electrónico,49,6.15,6.61
46087,Grado,Ingeniero Electrónico,49,5.43,5.81
50332,Grado,Ingeniero en Petróleo,49,7.24,7.29
47383,Grado,Ingeniero Industrial,49,5.09,5.74
49131,Grado,Ingeniero Industrial,49,6.83,7.15
49484,Grado,Ingeniero Industrial,49,6.5,6.8
45083,Grado,Ingeniero Mecánico,49,5.16,5.7
43169,Grado,Ingeniero Industrial,49,5.58,6.31
49194,Grado,Ingeniero Químico,49,7.18,7.36
47443,Grado,Ingeniero en Informática,49,6.25,6.63
49060,Grado,Ingeniero Industrial,49,6.51,6.9
49070,Grado,Ingeniero Industrial,49,6.85,7.1
43324,Grado,Ingeniero Industrial,49,5.74,6.45
49085,Grado,Ingeniero Industrial,49,7.96,7.98
50288,Grado,Ingeniero en Petróleo,49,8.13,8.16
50394,Grado,Ingeniero en Petróleo,49,7.75,7.82
49357,Grado,Ingeniero Químico,49,8.74,8.74
46452,Grado,Ingeniero en Petróleo,49,6.48,6.54
42254,Grado,Ingeniero Industrial,49,5.95,6.25
41044,Grado,Ingeniero Industrial,49,6.13,6.42
41067,Grado,Ingeniero Industrial,49,6.08,6.4
46049,Grado,Ingeniero Químico,49,5.86,6.21
49698,Grado,Ingeniero Industrial,49,7.31,7.55
46105,Grado,Ingeniero Industrial,49,5.81,6.39
49711,Grado,Ingeniero en Petróleo,49,6.61,6.66
49180,Grado,Ingeniero Industrial,49,7.26,7.31
47053,Grado,Ingeniero en Petróleo,49,5.89,6.34
49665,Grado,Ingeniero Industrial,49,7.22,7.42
47543,Grado,Ingeniero Industrial,49,5.64,6.02
49243,Grado,Ingeniero Industrial,49,6.6,6.91
50632,Grado,Lic.en Administración y Sistemas,49,7.2,7.18
49680,Grado,Lic.en Administración y Sistemas,49,6.32,6.54
44013,Grado,Ingeniero Industrial,49,7.63,7.89
48757,Grado,Ingeniero Mecánico,49,6.22,6.46
48240,Grado,Ingeniero en Informática,49,6.47,6.83
47467,Grado,Ingeniero Industrial,49,6.83,6.99
49256,Grado,Ingeniero Industrial,49,6.83,7.22
49128,Grado,Ingeniero Industrial,49,6.64,6.79
48352,Grado,Ingeniero en Petróleo,49,6.99,7.06
47312,Grado,Ingeniero Industrial,49,6.23,6.62
47036,Grado,Ingeniero Industrial,49,7.37,7.41
43247,Grado,Ingeniero Industrial,49,6.16,6.47
49399,Grado,Ingeniero Industrial,49,7.7,7.95
49647,Grado,Ingeniero Industrial,49,6.9,7.21
49091,Grado,Ingeniero Electricista,49,6.94,6.93
45179,Grado,Ingeniero Electricista,49,7.72,7.68
47126,Grado,Ingeniero en Informática,49,6.22,6.33
49261,Grado,Ingeniero Químico,49,6.19,6.4
46454,Grado,Ingeniero Electrónico,49,5.59,5.88
49734,Grado,Ingeniero Industrial,49,7.98,8.1
48409,Grado,Ingeniero Industrial,49,5.8,6.15
47193,Grado,Ingeniero Industrial,49,5.51,6.2
49109,Grado,Ingeniero Industrial,49,7.32,7.47
48141,Grado,Ingeniero Industrial,49,5.78,6.21
50330,Grado,Ingeniero en Petróleo,49,7.09,7.34
49478,Grado,Ingeniero Industrial,49,8.22,8.26
46109,Grado,Ingeniero Industrial,49,5.46,6.25
48721,Grado,Ingeniero Químico,49,6.54,6.87
49721,Grado,Ingeniero Industrial,49,7.3,7.43
49819,Grado,Ingeniero Electricista,49,7,7.06
49377,Grado,Ingeniero Industrial,49,7.57,7.75
48365,Grado,Ingeniero en Petróleo,49,5.64,6
48588,Grado,Ingeniero en Informática,49,6.93,7.08
50167,Grado,Lic.en Administración y Sistemas,49,8.43,8.42
49341,Grado,Lic.en Administración y Sistemas,49,6.4,6.9
50658,Grado,Lic.en Administración y Sistemas,49,6.66,6.7
50686,Grado,Lic.en Administración y Sistemas,49,7.57,7.56
50730,Grado,Lic.en Administración y Sistemas,49,7.86,7.95
50751,Grado,Lic.en Administración y Sistemas,49,7.64,7.6
44021,Grado,Ingeniero Industrial,49,8.02,8.07
49362,Grado,Ingeniero Industrial,49,7.37,7.69
48645,Grado,Ingeniero Industrial,49,5.85,6.36
48668,Grado,Ingeniero Químico,49,6.03,6.34
49712,Grado,Ingeniero Industrial,49,6.46,6.74
50281,Grado,Lic.en Administración y Sistemas,49,7.14,7.2
50400,Grado,Lic.en Administración y Sistemas,49,7.67,7.59
48659,Grado,Ingeniero Mecánico,49,7.33,7.43
43162,Grado,Ingeniero Industrial,49,5.48,6.05
49189,Grado,Ingeniero en Informática,49,7.46,7.45
49177,Grado,Ingeniero Industrial,49,7.35,7.66
49136,Grado,Ingeniero Industrial,49,7.58,7.8
49134,Grado,Ingeniero Industrial,49,7.35,7.46
48025,Grado,Ingeniero Industrial,49,6.35,6.93
47184,Grado,Ingeniero Industrial,49,6.35,6.73
48084,Grado,Ingeniero Industrial,49,6.64,6.96
49388,Grado,Ingeniero Industrial,49,6.69,7.02
49697,Grado,Ingeniero Industrial,49,7.6,7.76
49224,Grado,Ingeniero Industrial,49,8.31,8.31
49277,Grado,Ingeniero en Petróleo,49,6.05,6.21
47314,Grado,Ingeniero Industrial,49,5.3,5.77
48223,Grado,Ingeniero en Informática,49,5.81,6.35
48077,Grado,Ingeniero Industrial,49,6.81,6.91
47196,Grado,Ingeniero Industrial,49,6.07,6.38
47458,Grado,Lic.en Administración y Sistemas,49,6.11,6.3
48616,Grado,Lic.en Administración y Sistemas,49,7.33,7.23
48421,Grado,Ingeniero en Informática,49,6.03,6.59
49756,Grado,Lic.en Administración y Sistemas,49,6.65,6.74
41284,Grado,Ingeniero Industrial,49,5.7,6.07
49116,Grado,Ingeniero Industrial,49,6.2,6.66
50764,Grado,Lic.en Administración y Sistemas,49,9.42,9.39
50652,Grado,Lic.en Administración y Sistemas,49,7.28,7.31
48121,Grado,Ingeniero Industrial,49,6.33,6.68
46241,Grado,Ingeniero Industrial,49,7.89,7.88
49160,Grado,Ingeniero en Informática,49,8.18,8.22
49110,Grado,Ingeniero en Petróleo,49,6.29,6.48
48116,Grado,Ingeniero Industrial,49,5.59,6.25
48718,Grado,Ingeniero en Informática,49,9.14,9.14
49033,Grado,Ingeniero Industrial,49,8.38,8.46
48658,Grado,Lic.en Administración y Sistemas,49,6.62,6.87
49233,Grado,Ingeniero Industrial,49,7.42,7.54
49228,Grado,Ingeniero Industrial,49,7.13,7.25
49220,Grado,Ingeniero Industrial,49,7.73,7.86
49213,Grado,Ingeniero Industrial,49,7.84,7.95
47133,Grado,Lic.en Administración y Sistemas,49,7.92,8.07
50594,Grado,Lic.en Administración y Sistemas,49,7.74,7.74
47135,Grado,Lic.en Administración y Sistemas,49,5.8,6.71
50768,Grado,Lic.en Administración y Sistemas,49,8.82,8.74
46235,Grado,Ingeniero Químico,49,5.48,5.8
49267,Grado,Ingeniero Industrial,49,6.9,7.17
49720,Grado,Ingeniero Industrial,49,7.03,7.22
46310,Grado,Ingeniero Industrial,49,6.4,6.72
48734,Grado,Ingeniero en Petróleo,49,6.12,6.41
50472,Grado,Lic.en Administración y Sistemas,49,7.03,7.05
50583,Grado,Lic.en Administración y Sistemas,49,6.76,6.78
49245,Grado,Ingeniero Químico,49,7.52,7.66
49101,Grado,Ingeniero Industrial,49,6.97,7.05
46069,Grado,Ingeniero en Informática,49,5.95,6.38
48049,Grado,Ingeniero Industrial,49,6.33,6.75
41070,Grado,Ingeniero en Informática,49,6.06,6.75
48170,Grado,Ingeniero Industrial,49,5.67,6.06
48068,Grado,Ingeniero Industrial,49,6.05,6.46
45091,Grado,Ingeniero Industrial,49,5.85,6.38
48631,Grado,Ingeniero Industrial,49,7.32,7.38
47342,Grado,Ingeniero en Informática,49,6.41,6.87
47179,Grado,Ingeniero en Petróleo,49,6.17,6.47
47066,Grado,Ingeniero Industrial,49,6.45,6.91
47011,Grado,Ingeniero Industrial,48,5.47,6.09
47508,Grado,Ingeniero en Informática,48,6.71,7.08
48731,Grado,Lic.en Administración y Sistemas,48,5.28,5.74
47483,Grado,Ingeniero Mecánico,48,8.8,8.89
48212,Grado,Ingeniero Mecánico,48,7.31,7.62
47052,Grado,Ingeniero Industrial,48,6.37,6.71
47033,Grado,Ingeniero Industrial,48,5.41,5.95
48134,Grado,Ingeniero Mecánico,48,7.77,7.81
45051,Grado,Ingeniero Industrial,48,5.3,6.01
44286,Grado,Ingeniero Industrial,48,5.44,6.09
47032,Grado,Ingeniero Industrial,48,6.55,6.88
45362,Grado,Ingeniero Industrial,48,6.2,6.45
45503,Grado,Ingeniero Industrial,48,4.66,5.82
47109,Grado,Ingeniero Mecánico,48,7.12,7.5
46388,Grado,Ingeniero Mecánico,48,6.74,7.26
48117,Grado,Ingeniero Industrial,48,6.68,6.76
47361,Grado,Ingeniero Industrial,48,6.4,6.63
47279,Grado,Ingeniero en Informática,48,6.49,6.77
48309,Grado,Ingeniero Mecánico,48,7.91,8.13
45392,Grado,Ingeniero Industrial,48,6.67,6.87
46390,Grado,Ingeniero Industrial,48,6.39,6.69
46290,Grado,Ingeniero Mecánico,48,6.31,6.65
46016,Grado,Ingeniero Industrial,48,6.67,6.95
46086,Grado,Ingeniero en Informática,48,6.03,6.74
44252,Grado,Ingeniero Industrial,48,6.28,6.61
44145,Grado,Ingeniero Mecánico,48,5.41,6.23
49082,Grado,Ingeniero Mecánico,48,7.15,7.22
41051,Grado,Ingeniero Industrial,48,5.99,6.19
46525,Grado,Ingeniero en Informática,48,6.42,6.91
47008,Grado,Ingeniero en Informática,48,6.45,6.72
48686,Grado,Ingeniero en Petróleo,48,8.06,8.19
48623,Grado,Ingeniero Industrial,48,7.21,7.38
47515,Grado,Ingeniero en Petróleo,48,6.95,7.06
43246,Grado,Ingeniero en Informática,48,6.6,6.83
49244,Grado,Ingeniero en Informática,48,8.73,8.66
45317,Grado,Ingeniero Industrial,48,6.25,6.38
47117,Grado,Ingeniero Industrial,48,5.56,6.11
47104,Grado,Ingeniero Industrial,48,6.3,6.78
47587,Grado,Ingeniero Industrial,48,8.04,8.28
48095,Grado,Ingeniero Industrial,48,6.32,6.53
47157,Grado,Ingeniero Industrial,48,5.88,6.35
46204,Grado,Ingeniero Químico,48,5.78,6.19
46164,Grado,Ingeniero Electrónico,48,7.12,7.13
45376,Grado,Ingeniero Electrónico,48,5.44,5.81
46410,Grado,Ingeniero Industrial,48,6.83,7.04
45390,Grado,Ingeniero en Informática,48,6.1,6.65
45006,Grado,Ingeniero en Informática,48,6.09,6.55
49048,Grado,Ingeniero Industrial,48,7.2,7.35
46391,Grado,Ingeniero Industrial,48,5.44,6.27
45018,Grado,Ingeniero Industrial,48,5.13,5.93
48093,Grado,Ingeniero Electrónico,48,6.58,6.71
47280,Grado,Ingeniero Industrial,48,6.15,6.43
48366,Grado,Lic.en Administración y Sistemas,48,5.49,6.11
46258,Grado,Ingeniero Industrial,48,5.8,6.27
47599,Grado,Ingeniero Industrial,48,6.39,6.81
48132,Grado,Ingeniero Industrial,48,6.15,6.53
48187,Grado,Ingeniero Industrial,48,5.76,6.24
49067,Grado,Ingeniero Industrial,48,7.74,7.85
42226,Grado,Ingeniero Industrial,48,5.4,5.74
44245,Grado,Ingeniero Industrial,48,6.62,6.92
46414,Grado,Ingeniero Electrónico,48,6.14,6.37
47189,Grado,Ingeniero en Informática,48,6.05,6.37
47163,Grado,Ingeniero en Informática,48,6.93,7.04
45228,Grado,Ingeniero en Informática,48,6.63,6.95
47200,Grado,Ingeniero Naval,48,6.86,7.03
41063,Grado,Ingeniero Industrial,48,5.15,6.24
46268,Grado,Ingeniero en Informática,48,6.35,6.68
46134,Grado,Ingeniero en Informática,48,6.81,7.16
49030,Grado,Ingeniero en Informática,48,6.94,7.39
48664,Grado,Ingeniero Industrial,48,6.45,6.83
44188,Grado,Ingeniero Industrial,48,5.62,6.18
44238,Grado,Ingeniero Industrial,48,6.54,6.89
48011,Grado,Ingeniero Industrial,48,6.91,7.18
48026,Grado,Ingeniero Industrial,48,7.18,7.31
48075,Grado,Ingeniero Industrial,48,7.57,7.67
41187,Grado,Ingeniero Industrial,48,4.92,5.61
48017,Grado,Lic.en Administración y Sistemas,48,6.59,6.79
49793,Grado,Lic.en Administración y Sistemas,48,7.45,7.48
49247,Grado,Ingeniero Industrial,48,8.36,8.45
48110,Grado,Ingeniero Industrial,48,5.81,6.36
48111,Grado,Ingeniero Industrial,48,8.72,8.64
47389,Grado,Ingeniero Mecánico,48,6.67,6.83
46443,Grado,Ingeniero Industrial,48,5.92,6.54
47540,Grado,Ingeniero Industrial,48,6.57,6.7
48137,Grado,Ingeniero Industrial,48,6.6,6.87
42096,Grado,Ingeniero Industrial,48,5.22,6.22
42269,Grado,Ingeniero Industrial,48,5.7,6.43
47049,Grado,Ingeniero Industrial,48,6.03,6.55
46060,Grado,Ingeniero Industrial,48,5.36,6.08
47078,Grado,Ingeniero Industrial,48,7.3,7.5
47017,Grado,Ingeniero Industrial,48,5.45,6.11
47150,Grado,Ingeniero Químico,48,6.36,6.62
43064,Grado,Ingeniero Industrial,48,6.64,6.94
47403,Grado,Ingeniero Industrial,48,5.73,6
47298,Grado,Ingeniero Industrial,48,6.63,6.9
48690,Grado,Ingeniero Industrial,48,6.54,6.86
49031,Grado,Ingeniero Industrial,48,8.3,8.27
49032,Grado,Ingeniero Industrial,48,8.44,8.42
49088,Grado,Ingeniero Industrial,48,8.47,8.49
47499,Grado,Ingeniero Químico,48,6.29,6.46
45005,Grado,Ingeniero Industrial,48,5.68,6.23
41243,Grado,Ingeniero Industrial,48,4.96,6.09
35168,Grado,Ingeniero Electrónico,48,5.84,6.56
47301,Grado,Ingeniero Industrial,48,8.21,8.33
47050,Grado,Ingeniero Industrial,48,6.4,6.57
48411,Grado,Ingeniero Químico,48,8.16,8.32
48123,Grado,Ingeniero Químico,48,7.72,7.84
46025,Grado,Ingeniero Industrial,48,6.87,7.12
48043,Grado,Ingeniero Químico,48,8.39,8.36
44226,Grado,Ingeniero Industrial,48,5.49,6.05
46447,Grado,Ingeniero Industrial,48,5.65,6.23
48360,Grado,Ingeniero Industrial,48,7.07,7.27
43255,Grado,Ingeniero Industrial,48,5.4,5.99
45321,Grado,Ingeniero Industrial,48,6.13,6.53
42058,Grado,Ingeniero Industrial,48,6.4,6.62
46186,Grado,Ingeniero Industrial,48,7.69,7.84
46363,Grado,Ingeniero Industrial,48,5.64,6.31
46042,Grado,Ingeniero Industrial,48,5.71,6.41
48272,Grado,Ingeniero Industrial,48,6.06,6.34
48347,Grado,Ingeniero Industrial,48,6.65,6.9
48038,Grado,Ingeniero Industrial,48,6.97,7.05
47218,Grado,Ingeniero Químico,48,6.21,6.56
45293,Grado,Ingeniero en Petróleo,48,5.69,5.95
47144,Grado,Ingeniero en Informática,48,6.38,6.67
47353,Grado,Ingeniero Industrial,48,5.83,6.2
48126,Grado,Ingeniero Industrial,48,6.32,6.8
43265,Grado,Ingeniero Industrial,48,8.11,8.27
46344,Grado,Ingeniero Industrial,48,6.3,6.73
43106,Grado,Ingeniero Industrial,48,7.78,7.93
43003,Grado,Ingeniero Industrial,48,5.92,6.31
48432,Grado,Ingeniero Industrial,48,7.42,7.77
48624,Grado,Ingeniero Industrial,48,7.46,7.68
45016,Grado,Ingeniero Industrial,48,6.48,6.68
45008,Grado,Ingeniero Industrial,48,6.96,7.26
45009,Grado,Ingeniero Industrial,48,6.44,6.92
45370,Grado,Ingeniero Industrial,48,7.6,7.77
45262,Grado,Ingeniero Industrial,48,5.67,6.36
45030,Grado,Ingeniero Industrial,48,7.08,7.32
48007,Grado,Ingeniero Industrial,48,6.37,6.55
46222,Grado,Ingeniero Industrial,48,6.03,6.46
49146,Grado,Ingeniero Industrial,48,7.63,7.79
48644,Grado,Ingeniero Electrónico,48,7.22,7.27
48099,Grado,Ingeniero Electrónico,48,8.06,8.19
48214,Grado,Ingeniero Electrónico,48,7.23,7.37
48546,Grado,Ingeniero Electrónico,48,8.01,8.13
48276,Grado,Ingeniero en Petróleo,48,6.7,6.98
49153,Grado,Ingeniero en Petróleo,48,6.56,6.68
48653,Grado,Ingeniero Industrial,48,6.68,7.07
48128,Grado,Ingeniero Químico,48,6.77,6.89
47114,Grado,Ingeniero Industrial,48,5.71,6.38
47041,Grado,Ingeniero Industrial,48,6.48,6.82
49222,Grado,Ingeniero en Informática,48,7.13,7.28
48662,Grado,Ingeniero Industrial,48,6.49,6.77
48637,Grado,Ingeniero Industrial,48,6.43,6.8
46398,Grado,Ingeniero Industrial,48,6.98,7.26
47023,Grado,Ingeniero Industrial,48,6.28,6.61
47168,Grado,Ingeniero Químico,48,6.19,6.4
47174,Grado,Ingeniero Industrial,48,5.47,6.15
48005,Grado,Ingeniero Químico,48,6.82,6.92
48015,Grado,Ingeniero Industrial,48,6.02,6.44
48682,Grado,Ingeniero Industrial,48,6.46,6.75
43199,Grado,Ingeniero Industrial,48,6.6,6.69
43314,Grado,Ingeniero Electrónico,48,5.03,5.99
47291,Grado,Ingeniero Industrial,48,5.87,6.32
47311,Grado,Ingeniero Industrial,48,7.4,7.5
48154,Grado,Ingeniero Industrial,48,5.69,6.17
49401,Grado,Lic.en Administración y Sistemas,48,8.23,8.23
48268,Grado,Ingeniero Químico,48,6.53,6.99
48620,Grado,Ingeniero Industrial,48,5.55,5.79
48076,Grado,Ingeniero Industrial,48,7.3,7.44
47525,Grado,Ingeniero Industrial,48,6.12,6.6
46490,Grado,Ingeniero Industrial,48,6.4,6.62
44101,Grado,Ingeniero Naval,48,5.88,6.45
49733,Grado,Lic.en Administración y Sistemas,48,8.74,8.7
42087,Grado,Ingeniero Industrial,48,5.86,6.18
42174,Grado,Ingeniero Industrial,48,5.64,6.31
48032,Grado,Ingeniero Industrial,48,6.28,6.61
48030,Grado,Ingeniero Industrial,48,7.37,7.56
49487,Grado,Ingeniero Químico,48,7.1,7.3
44086,Grado,Ingeniero Industrial,48,5.85,6.36
44229,Grado,Ingeniero Industrial,48,7.29,7.46
45056,Grado,Ingeniero Industrial,48,5.46,6.02
45080,Grado,Ingeniero Industrial,48,5.79,6.31
48072,Grado,Ingeniero Químico,48,7.64,7.78
48096,Grado,Ingeniero Químico,48,7.13,7.29
48103,Grado,Ingeniero Químico,48,7.4,7.41
47251,Grado,Ingeniero Mecánico,48,6.4,6.93
47355,Grado,Ingeniero Mecánico,48,6.9,7.06
49257,Grado,Ingeniero en Petróleo,48,7.63,7.6
48183,Grado,Ingeniero Industrial,48,6.18,6.53
45176,Grado,Ingeniero Industrial,48,6.17,6.64
49623,Grado,Lic.en Administración y Sistemas,48,6.99,6.97
48642,Grado,Ingeniero Industrial,48,6.3,6.56
48065,Grado,Ingeniero Industrial,48,5.99,6.41
48394,Grado,Ingeniero en Informática,48,6.52,6.61
43295,Grado,Ingeniero Industrial,48,5.98,6.35
45064,Grado,Ingeniero Industrial,48,6.13,6.77
45265,Grado,Ingeniero Industrial,48,8.76,8.74
47501,Grado,Ingeniero Industrial,48,6.96,7.23
46046,Grado,Ingeniero Electrónico,48,6.48,6.68
47097,Grado,Ingeniero Electrónico,48,8.08,8.07
46275,Grado,Ingeniero en Petróleo,48,6.63,6.76
46387,Grado,Ingeniero Mecánico,48,5.96,6.33
46201,Grado,Ingeniero Mecánico,48,5.65,6.06
43130,Grado,Ingeniero en Petróleo,48,5.57,6.54
48044,Grado,Ingeniero Químico,48,6.7,7.03
49774,Grado,Lic.en Administración y Sistemas,48,7.4,7.38
46185,Grado,Ingeniero Industrial,48,5.86,6.22
46307,Grado,Ingeniero Industrial,48,5.64,6.32
47404,Grado,Ingeniero Industrial,48,6.49,6.74
47462,Grado,Ingeniero Industrial,48,6.22,6.42
48079,Grado,Ingeniero Industrial,48,8.23,8.23
47532,Grado,Ingeniero Industrial,48,6.27,6.71
44042,Grado,Ingeniero Industrial,48,5.7,6.05
45021,Grado,Ingeniero Industrial,48,7.96,7.97
45093,Grado,Ingeniero en Petróleo,48,5.71,6.32
48233,Grado,Ingeniero Químico,48,6.32,6.58
48280,Grado,Ingeniero Químico,48,7.52,7.52
48355,Grado,Ingeniero Químico,48,8.2,8.22
49195,Grado,Ingeniero en Informática,48,8.26,8.29
47045,Grado,Ingeniero Electrónico,48,6.2,6.47
48745,Grado,Ingeniero Electrónico,48,6.58,6.84
45424,Grado,Ingeniero Electrónico,48,6.27,6.41
43262,Grado,Ingeniero Electrónico,48,5.19,5.76
44200,Grado,Ingeniero Industrial,48,7.63,7.88
42193,Grado,Ingeniero Industrial,48,5.34,5.93
47202,Grado,Ingeniero en Petróleo,48,7.29,7.14
49806,Grado,Lic.en Administración y Sistemas,48,7.08,7.18
44006,Grado,Ingeniero Mecánico,48,5.26,6
48698,Grado,Ingeniero Químico,48,8.89,8.92
43303,Grado,Ingeniero Industrial,48,7.07,7.17
45383,Grado,Ingeniero Industrial,48,5.62,6.18
46006,Grado,Ingeniero Industrial,48,6.98,7.04
46395,Grado,Ingeniero Industrial,48,7.02,7.14
47411,Grado,Ingeniero Industrial,48,6.06,6.32
49776,Grado,Lic.en Administración y Sistemas,48,6.26,6.21
48553,Grado,Ingeniero Industrial,48,6.91,7.19
46237,Grado,Ingeniero Químico,48,6.09,6.7
46328,Grado,Ingeniero Industrial,48,6.22,6.51
