legajo,nivel,titulo,colacion,promedio,promedio_lineal
25131,Grado,Ingeniero Electrónico,25,,
22172,Grado,Ingeniero Industrial,25,,
25013,Grado,Ingeniero Electrónico,25,,
25032,Grado,Ingeniero Electrónico,25,,
23055,Grado,Ingeniero Electrónico,25,,
24130,Grado,Ingeniero Industrial,25,,
25100,Grado,Ingeniero Industrial,25,,
25061,Grado,Ingeniero Industrial,25,,
25099,Grado,Ingeniero Electrónico,25,,
25110,Grado,Ingeniero Electrónico,25,,
24136,Grado,Ingeniero Electrónico,25,,
25034,Grado,Ingeniero Electrónico,25,,
20117,Grado,Ingeniero Electrónico,25,,
25077,Grado,Ingeniero Electrónico,25,,
25011,Grado,Ingeniero Electrónico,25,,
24107,Grado,Ingeniero Industrial,25,,
25091,Grado,Ingeniero Mecánico,25,,
24004,Grado,Ingeniero en Armas,25,,
23111,Grado,Ingeniero Industrial,25,,
25115,Grado,Ingeniero Químico,25,,
24072,Grado,Ingeniero Industrial,25,,
20111,Grado,Ingeniero Industrial,25,,
23123,Grado,Ingeniero Industrial,25,,
23106,Grado,Ingeniero Industrial,25,,
24155,Grado,Ingeniero Industrial,25,,
22141,Grado,Ingeniero Naval,25,,
24035,Grado,Ingeniero Químico,24,,
24114,Grado,Ingeniero Industrial,24,,
24038,Grado,Ingeniero Naval,24,,
24128,Grado,Ingeniero Químico,25,,
24148,Grado,Ingeniero Electricista,24,,
23026,Grado,Ingeniero Industrial,24,,
22023,Grado,Ingeniero Naval,24,,
21074,Grado,Ingeniero Naval,24,,
24128,Grado,Ingeniero Industrial,24,,
22034,Grado,Ingeniero Industrial,24,,
23021,Grado,Ingeniero Electrónico,24,,
24008,Grado,Ingeniero Industrial,24,,
23023,Grado,Ingeniero Mecánico,24,,
23037,Grado,Ingeniero Industrial,24,,
20169,Grado,Ingeniero Electricista,24,,
23066,Grado,Ingeniero Mecánico,24,,
24160,Grado,Ingeniero Electrónico,24,,
23011,Grado,Ingeniero Electricista,24,,
24047,Grado,Ingeniero Industrial,24,,
24122,Grado,Ingeniero Industrial,24,,
22036,Grado,Ingeniero Industrial,24,,
24183,Grado,Ingeniero Industrial,24,,
24194,Grado,Licenciado en Análisis de Sistemas,23,,
24149,Grado,Ingeniero Químico,24,,
24065,Grado,Ingeniero Electricista,24,,
23057,Grado,Ingeniero Electrónico,24,,
23176,Grado,Ingeniero Mecánico,24,,
21045,Grado,Ingeniero Electrónico,24,,
23045,Grado,Ingeniero Electricista,24,,
22071,Grado,Ingeniero Industrial,24,,
21025,Grado,Ingeniero Industrial,24,,
21168,Grado,Ingeniero Mecánico,24,,
23128,Grado,Ingeniero Mecánico,24,,
24076,Grado,Ingeniero Mecánico,24,,
24141,Grado,Ingeniero Industrial,24,,
24021,Grado,Ingeniero Industrial,24,,
23020,Grado,Ingeniero Industrial,24,,
24124,Grado,Ingeniero Industrial,24,,
24126,Grado,Ingeniero Industrial,24,,
22020,Grado,Ingeniero Electrónico,24,,
22108,Grado,Ingeniero Electrónico,24,,
23039,Grado,Ingeniero Industrial,24,,
24134,Grado,Ingeniero Mecánico,24,,
24094,Grado,Ingeniero Industrial,24,,
21124,Grado,Ingeniero Industrial,24,,
23087,Grado,Ingeniero Electricista,24,,
24097,Grado,Ingeniero Industrial,24,,
24011,Grado,Ingeniero Industrial,24,,
24032,Grado,Ingeniero Industrial,24,,
21161,Grado,Ingeniero Naval,24,,
24158,Grado,Ingeniero Mecánico,24,,
22116,Grado,Ingeniero Mecánico,24,,
23147,Grado,Ingeniero Electricista,24,,
20076,Grado,Ingeniero Naval,24,,
23049,Grado,Ingeniero Electrónico,24,,
22101,Grado,Ingeniero Industrial,24,,
24181,Grado,Ingeniero Industrial,24,,
23050,Grado,Ingeniero Electrónico,24,,
23019,Grado,Ingeniero Electrónico,24,,
23137,Grado,Ingeniero Industrial,24,,
24014,Grado,Ingeniero Industrial,24,,
24005,Grado,Ingeniero Industrial,24,,
24058,Grado,Ingeniero Industrial,24,,
24061,Grado,Ingeniero Industrial,24,,
23139,Grado,Ingeniero Mecánico,24,,
23168,Grado,Ingeniero Industrial,24,,
22103,Grado,Ingeniero Industrial,24,,
22060,Grado,Ingeniero Mecánico,24,,
20102,Grado,Ingeniero Industrial,24,,
23060,Grado,Ingeniero Electrónico,24,,
23080,Grado,Ingeniero Electrónico,24,,
20174,Grado,Ingeniero Electricista,24,,
23112,Grado,Ingeniero Electrónico,24,,
23013,Grado,Ingeniero Industrial,24,,
22066,Grado,Ingeniero Electricista,24,,
23135,Grado,Ingeniero en Armas,24,,
23115,Grado,Ingeniero Naval,24,,
21101,Grado,Licenciado en Oceanografía,24,,
23054,Grado,Licenciado en Oceanografía,24,,
23197,Grado,Licenciado en Análisis de Sistemas,23,,
22120,Grado,Ingeniero Naval,23,,
20092,Grado,Ingeniero Químico,23,,
23107,Grado,Ingeniero Industrial,23,,
20129,Grado,Ingeniero Industrial,23,,
19008,Grado,Ingeniero Naval,23,,
21006,Grado,Ingeniero Naval,23,,
22132,Grado,Licenciado en Oceanografía,23,,
21106,Grado,Ingeniero Electrónico,23,,
23067,Grado,Ingeniero Industrial,23,,
22157,Grado,Ingeniero Químico,23,,
22061,Grado,Ingeniero Naval,23,,
23174,Grado,Ingeniero Industrial,23,,
23044,Grado,Licenciado en Oceanografía,23,,
23051,Grado,Ingeniero Industrial,23,,
23149,Grado,Ingeniero Industrial,23,,
23032,Grado,Ingeniero Industrial,23,,
22078,Grado,Ingeniero Electrónico,23,,
23047,Grado,Ingeniero Industrial,23,,
23095,Grado,Ingeniero Naval,23,,
22073,Grado,Ingeniero Naval,23,,
22139,Grado,Ingeniero Químico,23,,
23157,Grado,Ingeniero Electrónico,23,,
23162,Grado,Ingeniero Electrónico,23,,
23110,Grado,Ingeniero Industrial,23,,
23097,Grado,Ingeniero Electrónico,23,,
23120,Grado,Ingeniero Industrial,23,,
23121,Grado,Ingeniero Industrial,23,,
24220,Grado,Licenciado en Análisis de Sistemas,23,,
24211,Grado,Licenciado en Análisis de Sistemas,23,,
20113,Grado,Licenciado en Oceanografía,23,,
1629,Grado,Ingeniero Electrónico,23,,
19066,Grado,Ingeniero Industrial,23,,
21123,Grado,Ingeniero Electrónico,23,,
22121,Grado,Ingeniero Electrónico,23,,
23103,Grado,Ingeniero Electrónico,23,,
23094,Grado,Ingeniero Electrónico,23,,
24209,Grado,Licenciado en Análisis de Sistemas,23,,
24217,Grado,Licenciado en Análisis de Sistemas,23,,
23255,Grado,Licenciado en Análisis de Sistemas,22,,
24208,Grado,Licenciado en Análisis de Sistemas,23,,
22055,Grado,Ingeniero Industrial,23,,
20101,Grado,Ingeniero Mecánico,23,,
21145,Grado,Ingeniero Industrial,23,,
20045,Grado,Ingeniero Industrial,23,,
23177,Grado,Ingeniero Electrónico,23,,
23179,Grado,Ingeniero Industrial,23,,
24214,Grado,Licenciado en Análisis de Sistemas,23,,
24204,Grado,Licenciado en Análisis de Sistemas,23,,
24193,Grado,Licenciado en Análisis de Sistemas,23,,
24212,Grado,Licenciado en Análisis de Sistemas,23,,
24195,Grado,Licenciado en Análisis de Sistemas,23,,
24196,Grado,Licenciado en Análisis de Sistemas,23,,
24197,Grado,Licenciado en Análisis de Sistemas,23,,
24201,Grado,Licenciado en Análisis de Sistemas,23,,
21071,Grado,Licenciado en Oceanografía,23,,
21042,Grado,Licenciado en Oceanografía,23,,
21023,Grado,Licenciado en Oceanografía,23,,
23177,Grado,Ingeniero en Armas,23,,
24185,Grado,Licenciado en Análisis de Sistemas,23,,
24192,Grado,Licenciado en Análisis de Sistemas,23,,
21075,Grado,Ingeniero Electrónico,23,,
22137,Grado,Ingeniero Industrial,23,,
21069,Grado,Ingeniero Electrónico,23,,
24191,Grado,Licenciado en Análisis de Sistemas,23,,
23245,Grado,Licenciado en Análisis de Sistemas,23,,
22112,Grado,Licenciado en Oceanografía,23,,
23238,Grado,Licenciado en Análisis de Sistemas,23,,
23232,Grado,Licenciado en Análisis de Sistemas,23,,
23199,Grado,Licenciado en Análisis de Sistemas,23,,
23200,Grado,Licenciado en Análisis de Sistemas,23,,
23228,Grado,Licenciado en Análisis de Sistemas,23,,
23218,Grado,Licenciado en Análisis de Sistemas,23,,
23219,Grado,Licenciado en Análisis de Sistemas,23,,
23220,Grado,Licenciado en Análisis de Sistemas,23,,
23221,Grado,Licenciado en Análisis de Sistemas,23,,
23210,Grado,Licenciado en Análisis de Sistemas,23,,
23274,Grado,Licenciado en Análisis de Sistemas,23,,
23270,Grado,Licenciado en Análisis de Sistemas,23,,
23265,Grado,Licenciado en Análisis de Sistemas,23,,
20027,Grado,Ingeniero Electrónico,22,,
23259,Grado,Licenciado en Análisis de Sistemas,22,,
23282,Grado,Licenciado en Análisis de Sistemas,22,,
23251,Grado,Licenciado en Análisis de Sistemas,22,,
22174,Grado,Ingeniero Electrónico,22,,
21155,Grado,Ingeniero Electrónico,22,,
22090,Grado,Ingeniero Industrial,22,,
22094,Grado,Ingeniero Químico,22,,
23243,Grado,Licenciado en Análisis de Sistemas,22,,
23188,Grado,Licenciado en Análisis de Sistemas,22,,
22173,Grado,Ingeniero Industrial,22,,
22084,Grado,Ingeniero Mecánico,22,,
22135,Grado,Ingeniero Industrial,22,,
21056,Grado,Ingeniero Industrial,22,,
20031,Grado,Ingeniero Industrial,22,,
22104,Grado,Ingeniero Industrial,22,,
22035,Grado,Ingeniero Industrial,22,,
22158,Grado,Ingeniero Electrónico,22,,
22156,Grado,Licenciado en Oceanografía,22,,
22039,Grado,Licenciado en Oceanografía,22,,
22113,Grado,Licenciado en Oceanografía,22,,
21018,Grado,Ingeniero Electrónico,22,,
22064,Grado,Ingeniero Electrónico,22,,
21147,Grado,Ingeniero Industrial,22,,
22098,Grado,Ingeniero Electrónico,22,,
22091,Grado,Ingeniero Electrónico,22,,
22134,Grado,Ingeniero Electrónico,22,,
22027,Grado,Ingeniero Químico,22,,
21163,Grado,Ingeniero Electrónico,22,,
22041,Grado,Ingeniero Electrónico,22,,
23209,Grado,Licenciado en Análisis de Sistemas,22,,
23183,Grado,Licenciado en Análisis de Sistemas,22,,
23184,Grado,Licenciado en Análisis de Sistemas,22,,
23205,Grado,Licenciado en Análisis de Sistemas,22,,
23276,Grado,Licenciado en Análisis de Sistemas,22,,
23277,Grado,Licenciado en Análisis de Sistemas,22,,
23281,Grado,Licenciado en Análisis de Sistemas,22,,
21002,Grado,Ingeniero Mecánico,22,,
20074,Grado,Ingeniero Electrónico,22,,
22010,Grado,Ingeniero Electrónico,22,,
21125,Grado,Ingeniero Electrónico,22,,
21139,Grado,Ingeniero Industrial,22,,
22138,Grado,Ingeniero Industrial,22,,
22109,Grado,Ingeniero Industrial,22,,
22123,Grado,Ingeniero Industrial,22,,
22051,Grado,Ingeniero Mecánico,22,,
21150,Grado,Ingeniero Industrial,22,,
22016,Grado,Ingeniero Industrial,22,,
22047,Grado,Ingeniero Naval,22,,
20165,Grado,Ingeniero Industrial,22,,
21089,Grado,Ingeniero Industrial,22,,
1693,Grado,Ingeniero Mecánico,22,,
1760,Grado,Ingeniero Electrónico,22,,
20004,Grado,Licenciado en Oceanografía,22,,
21117,Grado,Licenciado en Oceanografía,22,,
22038,Grado,Ingeniero Electrónico,22,,
22080,Grado,Ingeniero Industrial,22,,
22037,Grado,Ingeniero Industrial,22,,
22093,Grado,Ingeniero Industrial,22,,
22018,Grado,Ingeniero Industrial,22,,
19013,Grado,Ingeniero Electrónico,22,,
21077,Grado,Ingeniero Industrial,22,,
21016,Grado,Ingeniero Mecánico,22,,
22031,Grado,Ingeniero Industrial,22,,
21017,Grado,Ingeniero Electrónico,22,,
22012,Grado,Ingeniero Industrial,22,,
20049,Grado,Ingeniero Industrial,22,,
22077,Grado,Ingeniero Químico,22,,
20059,Grado,Ingeniero Industrial,22,,
22029,Grado,Ingeniero Electrónico,22,,
21099,Grado,Ingeniero Industrial,22,,
21011,Grado,Ingeniero Mecánico,22,,
23191,Grado,Licenciado en Análisis de Sistemas,22,,
23193,Grado,Licenciado en Análisis de Sistemas,22,,
23194,Grado,Licenciado en Análisis de Sistemas,22,,
23195,Grado,Licenciado en Análisis de Sistemas,22,,
23196,Grado,Licenciado en Análisis de Sistemas,22,,
23201,Grado,Licenciado en Análisis de Sistemas,22,,
23202,Grado,Licenciado en Análisis de Sistemas,22,,
23203,Grado,Licenciado en Análisis de Sistemas,22,,
23204,Grado,Licenciado en Análisis de Sistemas,22,,
23212,Grado,Licenciado en Análisis de Sistemas,22,,
23213,Grado,Licenciado en Análisis de Sistemas,22,,
23214,Grado,Licenciado en Análisis de Sistemas,22,,
23215,Grado,Licenciado en Análisis de Sistemas,22,,
23217,Grado,Licenciado en Análisis de Sistemas,22,,
23222,Grado,Licenciado en Análisis de Sistemas,22,,
23224,Grado,Licenciado en Análisis de Sistemas,22,,
23225,Grado,Licenciado en Análisis de Sistemas,22,,
23226,Grado,Licenciado en Análisis de Sistemas,22,,
23227,Grado,Licenciado en Análisis de Sistemas,22,,
23198,Grado,Licenciado en Análisis de Sistemas,22,,
23230,Grado,Licenciado en Análisis de Sistemas,22,,
23231,Grado,Licenciado en Análisis de Sistemas,22,,
23233,Grado,Licenciado en Análisis de Sistemas,22,,
23234,Grado,Licenciado en Análisis de Sistemas,22,,
23235,Grado,Licenciado en Análisis de Sistemas,22,,
23236,Grado,Licenciado en Análisis de Sistemas,22,,
23237,Grado,Licenciado en Análisis de Sistemas,22,,
23239,Grado,Licenciado en Análisis de Sistemas,22,,
23240,Grado,Licenciado en Análisis de Sistemas,22,,
23241,Grado,Licenciado en Análisis de Sistemas,22,,
23278,Grado,Licenciado en Análisis de Sistemas,22,,
23279,Grado,Licenciado en Análisis de Sistemas,22,,
23280,Grado,Licenciado en Análisis de Sistemas,22,,
23266,Grado,Licenciado en Análisis de Sistemas,22,,
23267,Grado,Licenciado en Análisis de Sistemas,22,,
23268,Grado,Licenciado en Análisis de Sistemas,22,,
23272,Grado,Licenciado en Análisis de Sistemas,22,,
23273,Grado,Licenciado en Análisis de Sistemas,22,,
24189,Grado,Licenciado en Análisis de Sistemas,22,,
23260,Grado,Licenciado en Análisis de Sistemas,22,,
23262,Grado,Licenciado en Análisis de Sistemas,22,,
23263,Grado,Licenciado en Análisis de Sistemas,22,,
23264,Grado,Licenciado en Análisis de Sistemas,22,,
23256,Grado,Licenciado en Análisis de Sistemas,22,,
23257,Grado,Licenciado en Análisis de Sistemas,22,,
23258,Grado,Licenciado en Análisis de Sistemas,22,,
23206,Grado,Licenciado en Análisis de Sistemas,22,,
23207,Grado,Licenciado en Análisis de Sistemas,22,,
23208,Grado,Licenciado en Análisis de Sistemas,22,,
23187,Grado,Licenciado en Análisis de Sistemas,22,,
23182,Grado,Licenciado en Análisis de Sistemas,22,,
23246,Grado,Licenciado en Análisis de Sistemas,22,,
23248,Grado,Licenciado en Análisis de Sistemas,22,,
23249,Grado,Licenciado en Análisis de Sistemas,22,,
23252,Grado,Licenciado en Análisis de Sistemas,22,,
23253,Grado,Licenciado en Análisis de Sistemas,22,,
23254,Grado,Licenciado en Análisis de Sistemas,22,,
23189,Grado,Licenciado en Análisis de Sistemas,22,,
24218,Grado,Licenciado en Análisis de Sistemas,23,,
23190,Grado,Licenciado en Análisis de Sistemas,22,,
22155,Grado,Licenciado en Oceanografía,22,,
22133,Grado,Ingeniero en Armas,22,,
20036,Grado,Licenciado en Oceanografía,22,,
1765,Grado,Ingeniero Industrial,22,,
21084,Grado,Ingeniero Naval,21,,
21065,Grado,Ingeniero Mecánico,21,,
20073,Grado,Ingeniero Naval,21,,
20152,Grado,Ingeniero Industrial,21,,
20124,Grado,Ingeniero Industrial,21,,
19108,Grado,Ingeniero Mecánico,21,,
21112,Grado,Licenciado en Oceanografía,22,,
19054,Grado,Ingeniero Electrónico,21,,
21061,Grado,Ingeniero Químico,21,,
20063,Grado,Ingeniero Industrial,21,,
19092,Grado,Ingeniero Industrial,21,,
20012,Grado,Ingeniero Electrónico,21,,
21094,Grado,Ingeniero Electrónico,21,,
20052,Grado,Ingeniero Químico,21,,
21052,Grado,Ingeniero Electrónico,21,,
22006,Grado,Licenciado en Oceanografía,21,,
1644,Grado,Ingeniero Mecánico,21,,
21038,Grado,Ingeniero Industrial,21,,
19105,Grado,Ingeniero Naval,21,,
21081,Grado,Ingeniero Electrónico,21,,
22129,Grado,Licenciado en Oceanografía,21,,
20051,Grado,Ingeniero Mecánico,21,,
21008,Grado,Ingeniero Industrial,21,,
19070,Grado,Ingeniero Naval,21,,
21057,Grado,Ingeniero Mecánico,21,,
21048,Grado,Ingeniero Mecánico,21,,
21048,Grado,Ingeniero Electricista,21,,
21067,Grado,Ingeniero Industrial,21,,
19059,Grado,Ingeniero Naval,21,,
20047,Grado,Ingeniero Naval,21,,
19096,Grado,Ingeniero Químico,21,,
11301,Grado,Licenciado en Oceanografía,21,,
1615,Grado,Ingeniero Químico,21,,
1609,Grado,Ingeniero Industrial,21,,
20078,Grado,Licenciado en Oceanografía,21,,
20181,Grado,Licenciado en Oceanografía,21,,
20062,Grado,Ingeniero Electrónico,21,,
20039,Grado,Ingeniero Naval,21,,
19071,Grado,Ingeniero Electrónico,21,,
21007,Grado,Ingeniero Industrial,21,,
20153,Grado,Ingeniero Industrial,21,,
20100,Grado,Ingeniero Industrial,21,,
21039,Grado,Ingeniero Electrónico,21,,
20118,Grado,Ingeniero Mecánico,21,,
21102,Grado,Ingeniero Electrónico,21,,
21014,Grado,Ingeniero Mecánico,21,,
21167,Grado,Ingeniero Naval,21,,
1889,Grado,Ingeniero Industrial,21,,
1829,Grado,Ingeniero Mecánico,21,,
20010,Grado,Licenciado en Oceanografía,21,,
19091,Grado,Ingeniero Electrónico,20,,
20103,Grado,Licenciado en Oceanografía,20,,
20142,Grado,Ingeniero Electrónico,20,,
19011,Grado,Ingeniero Electricista,20,,
19056,Grado,Ingeniero Industrial,20,,
20080,Grado,Ingeniero Industrial,20,,
20083,Grado,Ingeniero Electricista,20,,
1852,Grado,Ingeniero Electrónico,20,,
21128,Grado,Licenciado en Oceanografía,20,,
21134,Grado,Licenciado en Oceanografía,20,,
19081,Grado,Ingeniero Electrónico,20,,
19076,Grado,Ingeniero Electrónico,20,,
20125,Grado,Ingeniero Electrónico,20,,
20057,Grado,Ingeniero Industrial,20,,
20097,Grado,Ingeniero Industrial,20,,
866,Grado,Ingeniero Naval,20,,
20107,Grado,Ingeniero Químico,20,,
20015,Grado,Ingeniero Químico,20,,
20122,Grado,Ingeniero Químico,20,,
20023,Grado,Ingeniero Industrial,20,,
20149,Grado,Ingeniero Industrial,20,,
20183,Grado,Ingeniero Mecánico,20,,
20133,Grado,Ingeniero Mecánico,20,,
20119,Grado,Ingeniero Electrónico,20,,
19069,Grado,Ingeniero Naval,20,,
20170,Grado,Ingeniero Mecánico,20,,
19090,Grado,Ingeniero Electrónico,20,,
20061,Grado,Ingeniero Industrial,20,,
20096,Grado,Ingeniero Industrial,20,,
20018,Grado,Ingeniero Industrial,20,,
20042,Grado,Ingeniero Industrial,20,,
20126,Grado,Licenciado en Oceanografía,20,,
1884,Grado,Ingeniero Industrial,20,,
20077,Grado,Ingeniero Industrial,20,,
19080,Grado,Ingeniero Industrial,20,,
20028,Grado,Ingeniero Industrial,20,,
20137,Grado,Ingeniero Químico,20,,
20123,Grado,Ingeniero Industrial,20,,
20176,Grado,Ingeniero Industrial,20,,
20164,Grado,Ingeniero Electrónico,20,,
19079,Grado,Ingeniero Electrónico,20,,
20013,Grado,Ingeniero Industrial,20,,
20127,Grado,Ingeniero Industrial,20,,
20068,Grado,Ingeniero Industrial,20,,
20048,Grado,Ingeniero Mecánico,20,,
20053,Grado,Ingeniero Industrial,20,,
20115,Grado,Ingeniero Químico,20,,
19103,Grado,Ingeniero Industrial,20,,
19025,Grado,Ingeniero Electricista,20,,
20056,Grado,Ingeniero Químico,20,,
20033,Grado,Ingeniero Industrial,20,,
20170,Grado,Ingeniero Electricista,20,,
20091,Grado,Ingeniero Industrial,20,,
20109,Grado,Ingeniero Industrial,20,,
20130,Grado,Ingeniero Industrial,20,,
20145,Grado,Ingeniero Electrónico,20,,
20143,Grado,Licenciado en Oceanografía,20,,
20058,Grado,Ingeniero Industrial,20,,
20120,Grado,Ingeniero Electricista,20,,
20079,Grado,Ingeniero Industrial,20,,
19097,Grado,Ingeniero Naval,20,,
20166,Grado,Ingeniero Industrial,20,,
20026,Grado,Ingeniero Industrial,20,,
20110,Grado,Ingeniero Industrial,20,,
20087,Grado,Ingeniero Químico,20,,
19063,Grado,Ingeniero Mecánico,20,,
20154,Grado,Ingeniero Industrial,20,,
20135,Grado,Ingeniero Industrial,20,,
20081,Grado,Ingeniero Industrial,20,,
20155,Grado,Ingeniero Mecánico,20,,
20024,Grado,Ingeniero en Armas,21,,
20132,Grado,Ingeniero Mecánico,20,,
19107,Grado,Ingeniero Industrial,21,,
19050,Grado,Ingeniero Mecánico,20,,
11510,Grado,Licenciado en Oceanografía,20,,
20054,Grado,Licenciado en Oceanografía,20,,
19061,Grado,Ingeniero Electrónico,19,,
19116,Grado,Ingeniero Industrial,19,,
19006,Grado,Ingeniero Mecánico,19,,
19045,Grado,Ingeniero Industrial,19,,
19020,Grado,Ingeniero Mecánico,19,,
19030,Grado,Ingeniero Electrónico,19,,
19037,Grado,Ingeniero Industrial,19,,
19083,Grado,Ingeniero en Armas,19,,
1860,Grado,Ingeniero Naval,18,,
1867,Grado,Ingeniero Electrónico,18,,
1731,Grado,Ingeniero Industrial,19,,
1708,Grado,Ingeniero Industrial,19,,
1833,Grado,Ingeniero Químico,19,,
19066,Grado,Ingeniero Químico,19,,
20183,Grado,Ingeniero Electricista,19,,
19083,Grado,Ingeniero Electrónico,19,,
19051,Grado,Ingeniero Industrial,19,,
19036,Grado,Ingeniero Electrónico,19,,
19068,Grado,Ingeniero Electrónico,19,,
19034,Grado,Ingeniero Industrial,19,,
19032,Grado,Ingeniero Industrial,19,,
19044,Grado,Ingeniero Químico,19,,
19107,Grado,Ingeniero Químico,19,,
19044,Grado,Ingeniero Industrial,19,,
19087,Grado,Ingeniero Industrial,19,,
1892,Grado,Ingeniero Industrial,19,,
19065,Grado,Ingeniero Industrial,19,,
19094,Grado,Ingeniero Industrial,19,,
19100,Grado,Ingeniero Industrial,19,,
19021,Grado,Ingeniero Industrial,19,,
964,Grado,Ingeniero en Armas,19,,
19093,Grado,Ingeniero Industrial,19,,
19109,Grado,Ingeniero Químico,19,,
1816,Grado,Ingeniero Mecánico,19,,
1517,Grado,Ingeniero en Armas,19,,
1739,Grado,Ingeniero Industrial,19,,
1669,Grado,Ingeniero en Armas,19,,
19115,Grado,Ingeniero Naval,19,,
19029,Grado,Ingeniero Industrial,19,,
19086,Grado,Ingeniero Naval,19,,
19053,Grado,Ingeniero Industrial,19,,
19007,Grado,Ingeniero Industrial,19,,
19028,Grado,Ingeniero Mecánico,19,,
19102,Grado,Ingeniero Industrial,19,,
19024,Grado,Ingeniero Mecánico,19,,
19024,Grado,Ingeniero Industrial,19,,
1722,Grado,Ingeniero Industrial,19,,
1857,Grado,Ingeniero Industrial,18,,
19015,Grado,Ingeniero Electrónico,19,,
19039,Grado,Ingeniero Electrónico,19,,
19016,Grado,Ingeniero Electrónico,19,,
1806,Grado,Ingeniero Electrónico,19,,
1836,Grado,Ingeniero Electrónico,19,,
1849,Grado,Ingeniero Electrónico,19,,
19047,Grado,Ingeniero Mecánico,19,,
19099,Grado,Ingeniero Electricista,19,,
19032,Grado,Ingeniero Mecánico,19,,
19026,Grado,Ingeniero Industrial,19,,
19117,Grado,Ingeniero Mecánico,19,,
19095,Grado,Ingeniero Electrónico,19,,
19012,Grado,Ingeniero Industrial,19,,
19067,Grado,Licenciado en Oceanografía,19,,
1665,Grado,Ingeniero Industrial,19,,
1857,Grado,Ingeniero Mecánico,18,,
1858,Grado,Ingeniero Electrónico,18,,
19028,Grado,Ingeniero Industrial,19,,
19055,Grado,Ingeniero Mecánico,19,,
19055,Grado,Ingeniero Industrial,19,,
19111,Grado,Ingeniero Mecánico,19,,
19111,Grado,Ingeniero Industrial,19,,
19088,Grado,Ingeniero Electrónico,19,,
1825,Grado,Ingeniero Industrial,19,,
19084,Grado,Ingeniero Electrónico,19,,
19023,Grado,Ingeniero Electrónico,19,,
19048,Grado,Ingeniero Electrónico,19,,
19016,Grado,Ingeniero Electricista,19,,
1842,Grado,Ingeniero Electrónico,18,,
1843,Grado,Ingeniero Industrial,18,,
1828,Grado,Ingeniero Electrónico,18,,
1831,Grado,Ingeniero Mecánico,18,,
1609,Grado,Ingeniero Químico,19,,
1831,Grado,Ingeniero Industrial,18,,
20099,Grado,Licenciado en Oceanografía,19,,
19043,Grado,Licenciado en Oceanografía,19,,
1531,Grado,Ingeniero Industrial,18,,
1623,Grado,Ingeniero Industrial,18,,
1888,Grado,Ingeniero Industrial,18,,
25156,Grado,Ingeniero Químico,18,,
1886,Grado,Ingeniero Electrónico,18,,
1815,Grado,Ingeniero Industrial,18,,
1794,Grado,Ingeniero Naval,18,,
1838,Grado,Ingeniero Industrial,18,,
1807,Grado,Ingeniero Industrial,18,,
1827,Grado,Ingeniero Industrial,18,,
1822,Grado,Ingeniero Industrial,18,,
1870,Grado,Ingeniero Industrial,18,,
1823,Grado,Ingeniero Electrónico,19,,
1694,Grado,Ingeniero Electrónico,19,,
1786,Grado,Ingeniero Industrial,18,,
1872,Grado,Ingeniero Industrial,18,,
1891,Grado,Ingeniero Industrial,18,,
1893,Grado,Ingeniero Electricista,18,,
1883,Grado,Ingeniero Mecánico,18,,
1840,Grado,Ingeniero Industrial,18,,
1851,Grado,Ingeniero Industrial,18,,
1874,Grado,Ingeniero Mecánico,18,,
1882,Grado,Ingeniero Naval,18,,
1834,Grado,Ingeniero Industrial,18,,
1871,Grado,Ingeniero Naval,18,,
1809,Grado,Ingeniero Industrial,18,,
1839,Grado,Ingeniero Electrónico,18,,
1841,Grado,Ingeniero Electrónico,18,,
1478,Grado,Ingeniero Industrial,18,,
1804,Grado,Ingeniero Industrial,18,,
1778,Grado,Ingeniero Industrial,18,,
1865,Grado,Ingeniero Naval,18,,
1635,Grado,Ingeniero Mecánico,18,,
1824,Grado,Ingeniero Industrial,18,,
1813,Grado,Ingeniero Industrial,18,,
1887,Grado,Ingeniero Industrial,18,,
1844,Grado,Ingeniero Electrónico,18,,
1899,Grado,Ingeniero Mecánico,18,,
19042,Grado,Ingeniero Electricista,18,,
1853,Grado,Ingeniero Mecánico,18,,
1847,Grado,Ingeniero Electrónico,18,,
1895,Grado,Ingeniero Industrial,18,,
1720,Grado,Ingeniero Naval,18,,
1819,Grado,Ingeniero Industrial,18,,
1643,Grado,Ingeniero Químico,18,,
1801,Grado,Ingeniero Industrial,18,,
1811,Grado,Ingeniero Industrial,18,,
1812,Grado,Ingeniero Mecánico,18,,
1826,Grado,Ingeniero Mecánico,18,,
1830,Grado,Ingeniero Electrónico,18,,
1853,Grado,Ingeniero Electricista,18,,
1826,Grado,Ingeniero Industrial,18,,
1812,Grado,Ingeniero Industrial,18,,
1899,Grado,Ingeniero Industrial,18,,
1744,Grado,Ingeniero Industrial,18,,
1650,Grado,Ingeniero Naval,18,,
1713,Grado,Ingeniero Químico,18,,
1714,Grado,Ingeniero Químico,18,,
1762,Grado,Ingeniero Mecánico,18,,
11850,Grado,Licenciado en Oceanografía,19,,
1821,Grado,Ingeniero Químico,18,,
1774,Grado,Ingeniero Electrónico,18,,
1873,Grado,Ingeniero Químico,18,,
1894,Grado,Ingeniero Industrial,18,,
1878,Grado,Ingeniero Químico,18,,
1880,Grado,Ingeniero Electrónico,18,,
1854,Grado,Ingeniero Industrial,18,,
1674,Grado,Ingeniero Industrial,17,,
